modelIdentifier,spinSpeedRated,type,onMarketStartDate,spinSpeedHalf,ratedCapacity,spinClass,maxTemperatureRated,maxTemperatureQuarter,dimensionDepth,guaranteeDuration,dimensionHeight,spinSpeedQuarter,energyEfficiencyIndex,noiseClass,powerOffMode,webLinkSupplier,programmeDurationHalf,programmeDurationQuarter,energyConsPerCycle,noise,waterCons,energyClass,programmeDurationRated,dimensionWidth,supplierOrTrademark,energyConsPer100Cycle,maxTemperatureHalf,powerDelayStart,rinsingEffectiveness
EDWA14911AW,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,35.0,26.0,59.0,60.0,85.0,1400.0,51.8,A,0.49,www.edy.nl,174.0,168.0,0.493,72.0,39.0,A,228.0,60.0,Edy,49.0,31.0,4.0,5.0
WNM-6WH25BAS,1000.0,FREE_STANDING,"[2025, 2, 1]",1000.0,6.0,C,30.0,21.0,44.0,24.0,85.0,1000.0,52.0,B,0.5,www.mywestnet.com,156.0,156.0,0.421,76.0,36.0,A,198.0,60.0,OMNYS ,42.0,24.0,4.0,5.0
WNM-9IN25BET,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,30.0,21.0,60.0,24.0,85.0,1400.0,51.9,B,0.5,www.mywestnet.com,174.0,174.0,0.494,76.0,45.0,A,228.0,60.0,OMNYS ,49.0,29.0,4.0,5.0
WNM-9INST25-CY,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,30.0,21.0,60.0,24.0,85.0,1400.0,51.9,B,0.5,www.mywestnet.com,174.0,174.0,0.494,76.0,45.0,A,228.0,60.0,OMNYS ,49.0,29.0,4.0,5.0
EVWM91411AW,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,35.0,26.0,59.0,60.0,85.0,1400.0,51.8,A,0.49,www.everglades.nl,174.0,168.0,0.493,72.0,39.0,A,228.0,60.0,Everglades,49.0,31.0,4.0,5.0
10003461 WT 813 A W566C2,1250.0,FREE_STANDING,"[2025, 2, 1]",1250.0,8.0,B,38.0,23.0,61.0,24.0,88.0,1250.0,51.9,C,0.5,https://www.electrodepot.fr/international-after-sales,168.0,168.0,0.472,78.0,48.0,A,218.0,40.0,VALBERG,47.0,32.0,4.0,5.0
EDWA14912AG,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,35.0,26.0,59.0,60.0,85.0,1400.0,51.8,A,0.49,www.edy.nl,174.0,168.0,0.493,72.0,39.0,A,228.0,60.0,Edy,49.0,31.0,4.0,5.0
WNM-7014AINS-CY,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,7.0,B,31.0,21.0,48.0,24.0,85.0,1400.0,52.0,B,0.5,https://www.mywestnet.com/,162.0,162.0,0.448,76.0,37.0,A,208.0,60.0,OMNYS ,45.0,25.0,4.0,5.0
WNM-8IN25BET,1200.0,FREE_STANDING,"[2025, 2, 1]",1200.0,8.0,B,34.0,21.0,48.0,24.0,85.0,1200.0,52.0,B,0.5,www.mywestnet.com,168.0,168.0,0.473,76.0,40.0,A,218.0,60.0,OMNYS ,47.0,27.0,4.0,5.0
WNM-9WH25BET-CY,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,30.0,21.0,60.0,24.0,85.0,1400.0,51.9,B,0.5,www.mywestnet.com,174.0,174.0,0.494,76.0,45.0,A,228.0,60.0,OMNYS ,49.0,29.0,4.0,5.0
WNM-10WH25GD,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,10.0,B,33.0,20.0,60.0,24.0,85.0,1400.0,52.0,B,0.5,www.mywestnet.com,180.0,180.0,0.514,76.0,51.0,A,239.0,60.0,OMNYS ,51.0,29.0,4.0,5.0
WNM-10IN25BET,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,10.0,B,33.0,20.0,60.0,24.0,85.0,1400.0,52.0,B,0.5,www.mywestnet.com,180.0,180.0,0.514,76.0,51.0,A,239.0,60.0,OMNYS ,51.0,29.0,4.0,5.0
WNM-10IN25BST,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,10.0,B,33.0,20.0,60.0,24.0,85.0,1400.0,52.0,B,0.5,www.mywestnet.com,180.0,180.0,0.514,76.0,51.0,A,239.0,60.0,OMNYS ,51.0,29.0,4.0,5.0
IMPLAVI80222EB,1200.0,FREE_STANDING,"[2025, 2, 1]",1200.0,8.0,B,34.0,21.0,48.0,24.0,85.0,1200.0,52.0,B,0.5,www.improvesrl.com,168.0,168.0,0.473,76.0,40.0,A,218.0,60.0,IMPROVE,47.0,27.0,4.0,5.0
600187460 / 600187465 / 600187478 / 600187483,1351.0,FREE_STANDING,"[2025, 2, 1]",1351.0,8.0,B,34.0,24.0,48.0,36.0,85.0,1351.0,46.6,B,0.5,auchan.fr,168.0,168.0,0.424,76.0,48.0,A,218.0,60.0,Qilive,42.0,27.0,4.0,5.0
EDWA14712AG,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,7.0,B,35.0,25.0,47.0,60.0,85.0,1400.0,51.5,A,0.49,www.edy.nl,162.0,157.0,0.444,72.0,34.0,A,208.0,60.0,Edy,44.0,29.0,4.0,5.0
WNM-9WH25BET,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,30.0,21.0,60.0,24.0,85.0,1400.0,51.9,B,0.5,www.mywestnet.com,174.0,174.0,0.494,76.0,45.0,A,228.0,60.0,OMNYS ,49.0,29.0,4.0,5.0
WNM-8WH25GD,1200.0,FREE_STANDING,"[2025, 2, 1]",1200.0,8.0,B,34.0,21.0,48.0,24.0,85.0,1200.0,52.0,B,0.5,www.mywestnet.com,168.0,168.0,0.473,76.0,40.0,A,218.0,60.0,OMNYS ,47.0,27.0,4.0,5.0
EVWM71412AG,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,7.0,B,35.0,25.0,47.0,60.0,85.0,1400.0,51.5,A,0.49,www.everglades.nl,162.0,157.0,0.444,72.0,34.0,A,208.0,60.0,Everglades,44.0,29.0,4.0,5.0
600156344 / 600156346 / 600156349 / 600156351,1350.0,FREE_STANDING,"[2025, 2, 1]",1350.0,10.0,B,37.0,23.0,53.0,36.0,85.0,1350.0,51.9,A,0.5,auchan.fr,180.0,180.0,0.513,72.0,52.0,A,239.0,60.0,Qilive,51.0,33.0,4.0,5.0
WNM-12AWTB,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,12.0,B,34.0,20.0,64.0,24.0,85.0,1400.0,52.0,B,0.5,https://www.mywestnet.com/,192.0,192.0,0.544,76.0,50.0,A,240.0,60.0,OMNYS ,54.0,27.0,4.0,5.0
WNM-9WH25GD,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,30.0,21.0,60.0,24.0,85.0,1400.0,51.9,B,0.5,www.mywestnet.com,174.0,174.0,0.494,76.0,45.0,A,228.0,60.0,OMNYS ,49.0,29.0,4.0,5.0
DWD-CS6012,1000.0,FREE_STANDING,"[2025, 2, 1]",1000.0,6.0,C,34.0,21.0,44.0,24.0,85.0,1000.0,46.2,B,0.5,https://marelvi.ro,156.0,156.0,0.374,76.0,36.0,A,198.0,60.0,DAEWOO,37.0,24.0,4.0,5.0
DWD-CS9014,1400.0,FREE_STANDING,"[2025, 2, 1]",1400.0,9.0,B,30.0,21.0,60.0,24.0,85.0,1400.0,51.9,B,0.5,https://marelvi.ro,174.0,174.0,0.494,76.0,45.0,A,228.0,60.0,DAEWOO,49.0,29.0,4.0,5.0
W-7-1200-B-W,1200.0,FREE_STANDING,"[2025, 2, 1]",1200.0,7.0,B,44.0,23.0,50.0,24.0,85.0,1200.0,60.0,B,0.5,http://www.vestel-germany.de,162.0,162.0,0.517,75.0,45.0,B,208.0,60.0,TELEFUNKEN,52.0,29.0,4.0,5.0
10003450 WT 612 C W566C2,1200.0,FREE_STANDING,"[2025, 2, 1]",1200.0,6.0,C,36.0,24.0,61.0,24.0,88.0,1200.0,68.4,C,0.5,https://www.electrodepot.fr/international-after-sales,156.0,156.0,0.554,78.0,43.0,C,198.0,40.0,VALBERG,55.0,31.0,4.0,5.0
VMS81415D,1330.0,FREE_STANDING,"[2025, 2, 1]",1330.0,8.0,B,49.0,22.0,53.0,24.0,85.0,1330.0,80.0,C,0.5,https://www.flanco.ro,168.0,168.0,0.727,78.0,48.0,D,218.0,60.0,VISION CLEAN,73.0,36.0,4.0,5.0
600188421,800.0,FREE_STANDING,"[2025, 2, 1]",800.0,5.0,D,36.0,27.0,40.0,36.0,85.0,800.0,79.9,C,0.5,auchan.fr,150.0,150.0,0.602,79.0,41.0,D,188.0,60.0,Qilive,60.0,30.0,4.0,5.0
10003312 WF 1810 D W566C2,950.0,FREE_STANDING,"[2025, 2, 1]",950.0,18.0,C,53.0,31.0,87.0,24.0,100.0,950.0,79.8,C,0.5,https://www.electrodepot.fr/international-after-sales,180.0,180.0,0.882,80.0,64.0,D,240.0,69.0,VALBERG,88.0,35.0,4.0,5.0
GD 410B8-S,1330.0,FREE_STANDING,"[2025, 1, 31]",1330.0,10.0,B,30.0,25.0,60.0,24.0,85.0,1330.0,41.6,A,0.5,https://manuals.he.services/,178.0,158.0,0.411,69.0,44.0,A,238.0,60.0,Candy,41.0,26.0,4.0,5.0
PR1410MKINVA,1350.0,FREE_STANDING,"[2025, 1, 30]",1350.0,10.0,B,37.0,23.0,53.0,60.0,85.0,1350.0,51.9,A,0.5,www.koncar-ka.hr,180.0,180.0,0.513,72.0,52.0,A,239.0,60.0,KONČAR,51.0,33.0,4.0,5.0
ETA384490000AE,1200.0,FREE_STANDING,"[2025, 1, 30]",1200.0,7.0,B,33.0,22.0,61.0,24.0,88.0,1200.0,51.5,C,0.5,www.eta.cz,162.0,162.0,0.444,78.0,45.0,A,208.0,40.0,ETA,44.0,28.0,4.0,5.0
WMTG 6261 FR,1151.0,FREE_STANDING,"[2025, 1, 28]",1151.0,6.0,B,29.0,23.0,60.0,24.0,90.0,1151.0,52.0,C,0.11,https://docs.whirlpool.eu/,155.0,135.0,0.421,79.0,43.0,A,195.0,40.0,HOTPOINT/ARISTON,42.0,26.0,4.0,4.9
IGT G626B IT,1151.0,FREE_STANDING,"[2025, 1, 28]",1151.0,6.0,B,29.0,23.0,60.0,24.0,90.0,1151.0,52.0,C,0.11,https://docs.whirlpool.eu/,155.0,135.0,0.421,79.0,43.0,A,195.0,40.0,IGNIS,42.0,26.0,4.0,4.9
MS-WM071200,1200.0,FREE_STANDING,"[2025, 1, 27]",1200.0,7.0,B,38.0,21.0,44.0,24.0,85.0,1200.0,46.9,B,0.5,www.derosso.website,162.0,162.0,0.04,76.0,37.0,A,208.0,60.0,MERLIN,40.0,26.0,4.0,5.0
L53266AL 913133404,1151.0,FREE_STANDING,"[2025, 1, 27]",1151.0,6.0,B,41.0,23.0,60.0,0.0,89.0,1151.0,51.9,C,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913133404,155.0,155.0,0.42,78.0,43.0,A,195.0,40.0,AEG,42.0,25.0,4.0,4.9
L53260AG 913133405,1151.0,FREE_STANDING,"[2025, 1, 27]",1151.0,6.0,B,41.0,23.0,60.0,0.0,89.0,1151.0,51.9,C,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913133405,155.0,155.0,0.42,78.0,43.0,A,195.0,40.0,AEG,42.0,25.0,4.0,4.9
MS-WM081200,1200.0,FREE_STANDING,"[2025, 1, 27]",1200.0,8.0,B,34.0,21.0,48.0,24.0,85.0,1200.0,41.6,B,0.5,www.derosso.website,162.0,162.0,0.378,76.0,40.0,A,208.0,60.0,MERLIN,38.0,27.0,4.0,5.0
LSR636O62G 914343119,1151.0,FREE_STANDING,"[2025, 1, 27]",1151.0,6.0,B,42.0,23.0,42.0,24.0,84.0,1151.0,59.8,A,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343119,155.0,145.0,0.484,72.0,40.0,B,197.0,60.0,AEG,48.0,31.0,4.0,4.9
WA10-15TCA,1400.0,FREE_STANDING,"[2025, 1, 26]",1400.0,10.0,C,35.0,20.0,58.0,24.0,85.0,1400.0,46.8,B,0.5,www.pkm-online.de,179.0,179.0,0.462,76.0,51.0,A,238.0,60.0,PKM,46.0,30.0,4.0,5.0
WA8-15TCA ,1400.0,FREE_STANDING,"[2025, 1, 26]",1400.0,8.0,C,33.0,21.0,52.0,24.0,85.0,1400.0,46.6,B,0.5,www.pkm-online.de,167.0,167.0,0.424,76.0,47.0,A,218.0,60.0,PKM,42.0,26.0,4.0,5.0
FFBS 9479 WV FR,1351.0,FREE_STANDING,"[2025, 1, 26]",1351.0,9.0,B,35.0,24.0,63.0,24.0,85.0,1351.0,46.7,C,0.5,https://docs.whirlpool.eu/,170.0,150.0,0.444,78.0,47.0,A,225.0,60.0,WHIRLPOOL,44.0,28.0,4.0,4.9
WIW-10814BA,1350.0,FREE_STANDING,"[2025, 1, 25]",1350.0,8.0,B,36.0,24.0,48.0,24.0,85.0,1350.0,51.9,A,0.5,www.morris.gr,168.0,168.0,0.472,72.0,48.0,A,218.0,60.0,MORRIS,47.0,29.0,4.0,5.0
P35106SKS2WA,1000.0,FREE_STANDING,"[2025, 1, 24]",1000.0,6.0,C,30.0,21.0,44.0,12.0,85.0,1000.0,52.0,B,0.5,www.thorappliances.ie,156.0,156.0,0.421,76.0,36.0,A,198.0,60.0,Powerpoint,42.0,24.0,4.0,5.0
FFBP 10489 SBSV FR,1351.0,FREE_STANDING,"[2025, 1, 23]",1351.0,10.0,B,30.0,23.0,61.0,24.0,85.0,1351.0,41.5,B,0.5,https://docs.whirlpool.eu/,180.0,150.0,0.41,76.0,45.0,A,239.0,60.0,WHIRLPOOL,41.0,27.0,4.0,4.9
MF11EW80BA10,1351.0,FREE_STANDING,"[2025, 1, 23]",1351.0,8.0,B,36.0,24.0,48.0,24.0,85.0,1351.0,46.6,A,0.5,www.midea.com/de,168.0,168.0,0.424,72.0,48.0,A,218.0,60.0,Midea,42.0,27.0,4.0,5.0
MF11EW100BA10,1351.0,FREE_STANDING,"[2025, 1, 23]",1351.0,10.0,B,36.0,25.0,54.0,24.0,85.0,1351.0,46.8,A,0.5,www.midea.com/de,180.0,180.0,0.462,72.0,52.0,A,239.0,60.0,Midea,46.0,33.0,4.0,5.0
LVI1014V,1330.0,FREE_STANDING,"[2025, 1, 23]",1330.0,10.0,B,41.0,23.0,58.0,36.0,85.0,1330.0,52.0,B,0.5,www.bermello.com,180.0,180.0,0.514,75.0,52.0,A,239.0,60.0,SOLTHERMIC,51.0,26.0,4.0,5.0
PR147MKINVA,1351.0,FREE_STANDING,"[2025, 1, 23]",1351.0,7.0,B,31.0,25.0,48.0,60.0,85.0,1351.0,46.8,A,0.5,www.koncar-ka.hr,162.0,162.0,0.403,72.0,45.0,A,208.0,60.0,KONČAR,40.0,28.0,4.0,5.0
WSB 300-63 CH,1400.0,FREE_STANDING,"[2025, 1, 23]",1400.0,8.0,B,32.0,25.0,64.0,24.0,85.0,1400.0,41.6,A,0.3,https://www.miele.com/,168.0,149.0,0.378,72.0,48.0,A,219.0,60.0,Miele,38.0,28.0,3.0,5.0
MF11EW90BA10,1351.0,FREE_STANDING,"[2025, 1, 23]",1351.0,9.0,B,31.0,24.0,54.0,24.0,85.0,1351.0,46.7,A,0.5,www.midea.com/de ,174.0,174.0,0.444,72.0,50.0,A,228.0,60.0,Midea,44.0,30.0,4.0,5.0
IG 91497 IT,1351.0,FREE_STANDING,"[2025, 1, 23]",1351.0,9.0,B,35.0,24.0,61.0,24.0,85.0,1351.0,46.7,B,0.5,https://docs.whirlpool.eu/,170.0,150.0,0.444,76.0,47.0,A,225.0,60.0,IGNIS,44.0,28.0,4.0,4.9
MF11EW70BA10,1351.0,FREE_STANDING,"[2025, 1, 23]",1351.0,7.0,B,33.0,24.0,48.0,24.0,85.0,1351.0,46.8,A,0.5,www.midea.com/de,162.0,162.0,0.403,72.0,45.0,A,208.0,60.0,Midea,40.0,28.0,4.0,5.0
LV812V,1200.0,FREE_STANDING,"[2025, 1, 23]",1200.0,8.0,B,49.0,22.0,53.0,36.0,85.0,1200.0,80.0,C,0.5,www.bermello.com,168.0,168.0,0.727,77.0,48.0,D,218.0,60.0,SOLTHERMIC,73.0,36.0,4.0,5.0
MF200W100WB-WD,1350.0,FREE_STANDING,"[2025, 1, 22]",1350.0,10.0,B,35.0,22.0,57.0,24.0,85.0,1350.0,51.9,C,0.5,www.midea.com/de,180.0,180.0,0.513,80.0,52.0,A,239.0,60.0,Midea,51.0,30.0,4.0,5.0
BTWHS 6261 FR,1151.0,FREE_STANDING,"[2025, 1, 21]",1151.0,6.0,B,29.0,23.0,60.0,24.0,90.0,1151.0,52.0,C,0.11,https://docs.whirlpool.eu/,155.0,135.0,0.421,79.0,43.0,A,195.0,40.0,INDESIT,42.0,26.0,4.0,4.9
WFB524QW -01,1351.0,FREE_STANDING,"[2025, 1, 21]",1351.0,12.0,B,40.0,23.0,60.0,0.0,85.0,1351.0,52.0,C,0.5,http://www.brandt.com,180.0,180.0,0.544,78.0,57.0,A,240.0,60.0,BRANDT,54.0,32.0,4.0,5.0
VM085JT1,800.0,FREE_STANDING,"[2025, 1, 21]",800.0,5.0,D,44.0,25.0,50.0,60.0,85.0,800.0,80.0,B,0.5,www.koncar-ka.hr,149.0,140.0,0.602,76.0,41.0,D,180.0,60.0,KONČAR,60.0,36.0,4.0,5.0
LFR62144BE 914915743,1351.0,FREE_STANDING,"[2025, 1, 20]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,1351.0,51.8,B,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914915743,175.0,155.0,0.512,76.0,52.0,A,230.0,60.0,AEG,51.0,27.0,4.0,4.9
B6R 08 SILENCE DE,1351.0,FREE_STANDING,"[2025, 1, 20]",1351.0,10.0,B,34.0,25.0,64.0,24.0,85.0,1351.0,41.5,A,0.5,https://docs.whirlpool.eu/,180.0,150.0,0.41,72.0,43.0,A,235.0,60.0,BAUKNECHT,41.0,30.0,4.0,4.9
WFGDI 12103 WT FP 7,1200.0,FREE_STANDING,"[2025, 1, 20]",1200.0,10.0,B,35.0,23.0,58.0,24.0,85.0,1200.0,41.5,B,0.5,http://www.galeriesdelgres.com,170.0,140.0,0.41,74.0,37.0,A,238.0,60.0,GDELGRES,41.0,26.0,4.0,5.0
LFR62144BG 914915744,1351.0,FREE_STANDING,"[2025, 1, 20]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,1351.0,51.8,B,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914915744,175.0,155.0,0.512,76.0,52.0,A,230.0,60.0,AEG,51.0,27.0,4.0,4.9
LFR62944BE 914915745,1351.0,FREE_STANDING,"[2025, 1, 20]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,1351.0,51.8,B,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914915745,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,AEG,49.0,27.0,4.0,4.9
MAF12008,1200.0,FREE_STANDING,"[2025, 1, 20]",1200.0,8.0,B,33.0,23.0,510.0,36.0,850.0,1200.0,52.0,B,0.52,https://matura-home.com/,174.0,174.0,0.473,76.0,37.0,A,228.0,595.0,MATURA,51.0,28.0,4.0,5.0
WFGDI 12103 WT MB FP 7,1200.0,FREE_STANDING,"[2025, 1, 20]",1200.0,10.0,B,35.0,23.0,58.0,24.0,85.0,1200.0,41.5,B,0.5,http://www.galeriesdelgres.com,170.0,140.0,0.41,74.0,37.0,A,238.0,60.0,GDELGRES,41.0,26.0,4.0,5.0
LFR62844BE 914913172,1351.0,FREE_STANDING,"[2025, 1, 20]",1351.0,8.0,B,39.0,22.0,60.0,24.0,85.0,1351.0,51.8,B,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914913172,160.0,155.0,0.471,74.0,43.0,A,205.0,60.0,AEG,47.0,30.0,4.0,4.9
TDLR 6261BS PL/N,1151.0,FREE_STANDING,"[2025, 1, 19]",1151.0,6.0,B,29.0,23.0,60.0,24.0,90.0,1151.0,52.0,C,0.11,https://docs.whirlpool.eu/,155.0,135.0,0.421,79.0,43.0,A,195.0,40.0,WHIRLPOOL,42.0,26.0,4.0,4.9
HW90-B14387GTU1,1330.0,FREE_STANDING,"[2025, 1, 18]",1330.0,9.0,B,28.0,25.0,51.0,24.0,85.0,1330.0,39.0,A,0.5,www.haier.com,172.0,168.0,0.372,70.0,42.0,A,228.0,60.0,Haier,37.0,28.0,4.0,5.0
OZ 284DW5/1-S,1151.0,FREE_STANDING,"[2025, 1, 18]",1151.0,8.0,B,37.0,24.0,54.0,24.0,85.0,1151.0,51.9,B,0.5,https://corporate.haier-europe.com/en/,168.0,168.0,0.472,74.0,44.0,A,218.0,60.0,Zerowatt,47.0,30.0,4.0,4.9
HW90-B14367GTU1,1330.0,FREE_STANDING,"[2025, 1, 18]",1330.0,9.0,B,28.0,26.0,51.0,24.0,85.0,1330.0,39.0,A,0.5,www.haier.com,172.0,168.0,0.372,70.0,42.0,A,228.0,60.0,Haier,37.0,28.0,4.0,5.0
BT652AT -02,1200.0,FREE_STANDING,"[2025, 1, 17]",1200.0,6.5,B,40.0,30.0,60.0,0.0,85.0,1200.0,79.9,C,0.5,http://www.brandt.com,150.0,110.0,0.669,79.0,43.0,D,203.0,40.0,BRANDT,67.0,29.0,2.0,5.0
F12AD,1400.0,FREE_STANDING,"[2025, 1, 16]",1400.0,12.0,B,32.0,24.0,65.0,24.0,85.0,1400.0,41.6,B,0.5,www.klimatechniki.gr,180.0,180.0,0.436,76.0,56.0,A,240.0,60.0,DAVOLINE,44.0,28.0,4.0,5.0
WMT-714A25,1400.0,FREE_STANDING,"[2025, 1, 15]",1400.0,7.0,B,36.0,23.0,50.0,12.0,85.0,1400.0,46.6,B,0.5,www.westpoint.net,162.0,162.0,0.402,76.0,44.0,A,208.0,60.0,WESTPOINT,40.0,29.0,4.0,5.0
RWF2483A,1330.0,FREE_STANDING,"[2025, 1, 15]",1330.0,8.0,B,39.0,23.0,56.0,24.0,85.0,1330.0,52.0,B,0.5,https://www.romocr.cz/cz,168.0,168.0,0.473,75.0,48.0,A,218.0,60.0,ROMO,47.0,31.0,4.0,5.0
WMT-712B24,1200.0,FREE_STANDING,"[2025, 1, 15]",1200.0,7.0,B,36.0,22.0,52.0,12.0,85.0,1200.0,59.9,B,0.5,www.westpoint.net,162.0,162.0,0.516,76.0,45.0,B,208.0,60.0,WESTPOINT,52.0,32.0,4.0,5.0
BWMS-7121D W/G,1200.0,FREE_STANDING,"[2025, 1, 15]",1200.0,7.0,B,49.0,23.0,42.0,24.0,85.0,1200.0,90.7,B,0.49,www.berk.ee,150.0,150.0,1.21,76.0,55.0,E,195.0,60.0,BERK,78.0,42.0,3.9,4.9
BWMS-7122TC W/G,1200.0,FREE_STANDING,"[2025, 1, 15]",1200.0,7.0,B,43.0,36.0,42.0,24.0,85.0,1200.0,90.8,B,0.49,www.berk.ee,150.0,150.0,1.09,76.0,55.0,E,195.0,60.0,BERK,78.0,41.0,3.9,4.9
WGH256AWSN,1580.0,FREE_STANDING,"[2025, 1, 14]",1600.0,10.0,A,31.0,23.0,63.0,24.0,85.0,1600.0,40.0,B,0.5,https://www.bosch-home.com/energylabel,178.0,175.0,0.395,75.0,48.0,A,235.0,60.0,Bosch,40.0,25.0,4.0,5.0
MAF1708,1400.0,FREE_STANDING,"[2025, 1, 14]",1400.0,8.0,B,33.0,23.0,510.0,36.0,850.0,1400.0,52.0,B,0.52,https://matura-home.com/,174.0,174.0,0.473,76.0,37.0,A,228.0,595.0,MATURA,51.0,28.0,4.0,5.0
DUERO70-1,1400.0,FREE_STANDING,"[2025, 1, 13]",1400.0,7.0,B,36.0,23.0,50.0,36.0,85.0,1400.0,46.6,B,0.5,https://ponjohnsonentuvida.es/,162.0,162.0,0.402,76.0,44.0,A,208.0,60.0,JOHNSON,40.0,29.0,4.0,5.0
EWY5612BA 913135724,1151.0,FREE_STANDING,"[2025, 1, 13]",1151.0,6.0,B,41.0,23.0,60.0,0.0,89.0,1151.0,51.9,C,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913135724,155.0,155.0,0.42,78.0,43.0,A,195.0,40.0,Electrolux,42.0,25.0,4.0,4.9
EWQ6512A 913135723,1151.0,FREE_STANDING,"[2025, 1, 13]",1151.0,6.0,B,41.0,23.0,60.0,0.0,89.0,1151.0,51.9,C,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913135723,155.0,155.0,0.42,78.0,43.0,A,195.0,40.0,Electrolux,42.0,25.0,4.0,4.9
DUERO80XA-1,1400.0,FREE_STANDING,"[2025, 1, 13]",1400.0,8.0,B,35.0,22.0,52.0,36.0,85.0,1400.0,46.6,B,0.5,https://ponjohnsonentuvida.es/,168.0,168.0,0.424,76.0,48.0,A,218.0,60.0,JOHNSON,42.0,27.0,4.0,5.0
HW90-B14367TU1,1330.0,FREE_STANDING,"[2025, 1, 13]",1330.0,9.0,B,28.0,25.0,51.0,24.0,85.0,1330.0,39.0,A,0.5,www.haier.com,172.0,168.0,0.372,70.0,42.0,A,228.0,60.0,Haier,37.0,26.0,4.0,5.0
LR6AMZ410FL 914915742,1351.0,FREE_STANDING,"[2025, 1, 13]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,1351.0,51.8,B,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914915742,175.0,155.0,0.512,76.0,52.0,A,230.0,60.0,AEG,51.0,27.0,4.0,4.9
LR6F65495 914915741,1351.0,FREE_STANDING,"[2025, 1, 13]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,1351.0,51.8,B,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914915741,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,AEG,49.0,27.0,4.0,4.9
EW2F428BP 914912593,1151.0,FREE_STANDING,"[2025, 1, 13]",1151.0,8.0,B,39.0,22.0,57.0,24.0,85.0,1151.0,51.8,B,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914912593,160.0,155.0,0.471,74.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9
DUERO80-1,1400.0,FREE_STANDING,"[2025, 1, 13]",1400.0,8.0,B,35.0,22.0,52.0,36.0,85.0,1400.0,46.6,B,0.5,https://ponjohnsonentuvida.es/,168.0,168.0,0.424,76.0,48.0,A,218.0,60.0,JOHNSON,42.0,27.0,4.0,5.0
DUERO120-1,1400.0,FREE_STANDING,"[2025, 1, 13]",1400.0,12.0,B,32.0,24.0,65.0,36.0,85.0,1400.0,41.6,B,0.5,https://ponjohnsonentuvida.es/,180.0,180.0,0.436,76.0,56.0,A,240.0,60.0,JOHNSON,44.0,28.0,4.0,5.0
LTR6G273P 913143903,1151.0,FREE_STANDING,"[2025, 1, 13]",1151.0,7.0,B,46.0,23.0,60.0,24.0,90.0,1151.0,59.7,C,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143903,160.0,160.0,0.515,78.0,45.0,B,205.0,40.0,AEG,52.0,25.0,4.0,4.9
OZS 292DW4-S,1151.0,FREE_STANDING,"[2025, 1, 13]",1151.0,9.0,B,39.0,26.0,54.0,24.0,85.0,1151.0,59.9,C,0.5,https://corporate.haier-europe.com/en/,174.0,174.0,0.5700000000000001,77.0,46.0,B,228.0,60.0,Zerowatt,57.0,32.0,4.0,4.9
NBT 1048 WD A EU,1351.0,FREE_STANDING,"[2025, 1, 12]",1351.0,10.0,B,30.0,23.0,61.0,24.0,85.0,1351.0,41.5,B,0.5,https://docs.whirlpool.eu/,180.0,150.0,0.41,76.0,45.0,A,239.0,60.0,HOTPOINT/ARISTON,41.0,27.0,4.0,4.9
